abusive	a. 恶言谩骂的, 被滥用的, 腐败的, 虐待的
abut	v. 邻接, 毗邻
abysmal	a. 深不可测的, 无底的
academic	a. 学院的, 学术的, 不切实际的 n. 大学生, 大学教师, 学者, 学会会员
academician	n. 学会会员, 院士, 学究, 大学生, 学者
acarpous	a. [植]不结果的,无果实的
accede	vi. 同意, 正式加入, 就任, 继任
accelerate	v. 加速, 促进
accentuate	vt. 以重音念, 强调, 重读
access	n. 通路, 入口, 接近, 进入, 使用权, 发作 vt. 访问, 存取, 接近, 使用 [计] 访问, 存取
accessible	a. 易接近的, 可进入的, 可使用的, 易受影响的, 可理解的
accessory	n. 附件, 零件, 附加物, 从犯, 同谋 a. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的 [计] 附件
acclaim	n. 喝彩, 欢呼, 赞同 v. 欢呼, 喝彩, 称赞
acclimate	vt. 使适应, 使服水土 vi. 服水土, 适应新环境
accolade	n. 荣誉, 赞美, 骑士爵位的授予礼, 连谱号
accommodate	vt. 使适应, 调和, 通融, 容纳, 向...提供 vi. 适应
accommodating	a. 与人方便的, 肯通融的
accompany	vt. 陪伴, 伴随, 补充, 为...伴奏 vi. 伴奏, 伴唱
accomplice	n. 共犯, 同谋 [医] 协同菌
accomplish	vt. 完成, 达到, 实现, 使完美
accomplished	a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的
accord	n. 一致, 调和, 协定 vt. 给与, 使一致 vi. 相符合
accost	vt. 招呼, 搭讪, 勾引 [法] 勾引, 引诱
accountability	n. 负有责任, 可说明性 [化] 衡算计量
accrete	vi. 连生, 合生, 附依 vt. 使依附, 使连接 a. 合生的
accretion	n. 自然增大, 添加, 添加物, 连生 [化] 停滞堆积
accrue	vi. 自然增加, 产生 [经] 应计, 产生, 出现
accumulate	v. 积聚, 堆积
accuracy	n. 精确, 正确 [计] 准确度
accurate	a. 正确的, 精确的 [经] 准确的, 精确的
accuse	vt. 指责, 控告, 归咎于 vi. 指责, 控告
acerbic	a. 酸的, 尖刻的
acerbity	n. 涩, 酸, 尖刻 [化] 涩度
achromatic	a. 无色的, 不分光的, 消色差的, 非染色质的 [化] 消色差的
acknowledge	vt. 承认, 告知收悉, 答谢, 报偿 [经] 承认, 答谢, 收到的通知
acme	n. 顶点, 极度, 最高点 [医] 极期
acolyte	n. 侍僧, 助手
acorn	n. 橡树果实 [机] 浆栎, 浆栎果
acoustic	a. 听觉的, 声学的, 音响的 [医] 听的; 声学的
acquaint	vt. 使认识, 介绍
acquaintance	n. 认识, 相识者
acquainted	a. 知晓的；有知识的；熟识的
acquiesce	vi. 默许, 默然同意
acquired	a. 获得的, 后天的 [医] 获得的, 后天的
acquisitive	a. 渴望获得的, 贪婪的 [法] 取得的, 获得的, 贪得无厌的
acquit	vt. 无罪释放, 表现, 使履行 [法] 开释, 释放, 免
acquittal	n. 履行, 无罪开释 [经] (债务的)清偿
acrid	a. 苦味的, 辛辣的, 讥讽的, 刻薄的 [医] 辛辣的
acrimonious	a. 尖刻的, 讥讽的, 激烈的
acrimony	n. 严厉, 尖刻 [医] 辛辣
acrobat	n. 表演特技者, 杂技演员
acronym	n. 首字母缩拼词, 首字母组合词 [计] 字首组合词
acrophobia	n. 恐高症 [医] 高处恐怖
actuarial	a. 保险计算员的, 保险计算的 [经] 保险公司计算员的, 保险统计
actuate	vt. 开动, 驱使, 激励
acuity	n. 尖锐, (疾病的)剧烈, 敏锐 [化] 锐度; 分辨能力
acumen	n. 敏锐, 聪明
acute	a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的 [医] 急性的; 尖锐的
adage	n. 格言, 谚语
adamant	n. 坚硬的东西 a. 非常坚硬的, 坚强的, 固执的
adapt	vt. 使适应, 改编 vi. 适应
adaptable	a. 能适应的, 适合的, 可修改的
addendum	n. 补遗, 附加物 [化] 附加物; 齿顶
addict	vt. 使沉溺, 使上瘾 n. 入迷的人, 上瘾者
addition	n. 加法, 增加的人(或物) [计] 加法
additive	a. 添加的, 附加的, 加法的, 累积的 n. 添加物
addle	vt. 使昏乱, 使腐坏 vi. 变质 a. 昏乱的, 腐坏的
address	n. 住址, 演说, 举止, 灵巧, 求爱 vt. 发表(演说或讲话), 对付, 写地址 [计] 地址, 寻址
adduce	vt. 引证, 举出 [法] 援引, 引证, 提出
adept	a. 熟练的, 老练的, 巧妙的 n. 能手, 内行
adequate	a. 适当的, 足够的 [法] 胜任的, 适当的, 充分的
adhere	vi. 依附, 粘着, 坚持, 追随, 拥护 vt. 使粘附
adherent	n. 信徒, 追随者 a. 附着的, 发生联系的
adhesive	a. 粘着的, 涂有粘性物质的 n. 粘合剂, 橡皮膏
adjacent	a. 毗连的, 邻近的, 连接的 [机] 相邻的, 邻位的, 交界的
adjourn	vi. 休会, 换地方 vt. 使中止, 推迟
adjudicate	v. 判决, 宣告, 裁定
adjunct	n. 附属物, 附件, 助手, 修饰语 a. 附属的
adjust	vt. 调整, 使适应于, 校准 vi. 适应于, 被调节, 相互熟悉而适应
adlib	v. 临时穿插, 信口说出, 即兴讲演 [计] 状态说明设计语言
admire	vt. 赞美, 钦佩, 爱慕 vi. 称赞, 惊奇
admission	n. 准许进入, 入场费, 录用, 承认 [经] 加入, 入股
admonish	vt. 警告, 劝告, 训诫, 告诫
adobe	n. 风干土坯 [化] 风干砖; 土砖; 灰质粘土; 多孔粘土
adolescent	a. 青春期的, 青少年的 n. 青少年
adopt	vt. 采用, 正式通过, 收养, 接受 [医] 采取
adore	vt. 崇拜, 爱慕, 喜爱 vi. 崇拜, 爱慕
adorn	vt. 装饰, 使生色
adroit	a. 灵巧的, 敏捷的, 聪明的
adulate	vt. 谄媚, 过分称赞
adulterate	vt. 掺杂 a. 掺假的, 假的, 通奸的
adumbrate	vt. 画...的轮廓, 预示
advent	n. 来到, 来临
adventitious	a. 偶然的, 外来的 [医] 偶生的, 偶发的; 异位的
adverse	a. 不利的, 敌对的, 相反的, 逆的 [法] 相反的, 敌对的, 逆的
advert	vi. 提出看法, 引起注意, 留意 n. 广告
advertise	vt. 做广告, 通知, 公布 vi. 做广告
advisable	a. 适当的, 明智的
advocacy	n. 拥护, 支持, 鼓吹, 辩护, 辩护术 [法] 辩护, 拥护, 提倡
advocate	n. 提倡者, 拥护者 vt. 主张, 提倡
aegis	n. 羊皮盾, 保护, 庇护, 赞助, 支持 [法] 庇护, 保护
aerate	vt. 使暴露于空气中, 使充满气体 [化] 曝气; 充气; 吹气
aerial	a. 空中的, 航空的, 空气的, 空想的 n. 天线
aeronautics	n. 航空学, 飞行术 [机] 航空学
aesthete	n. 审美家, 唯美主义者
aesthetic	a. 美学的, 审美的, 有美感的
affable	a. 和蔼可亲的, 友善的, 亲切的, 慈祥的
affectation	n. 假装, 做作, 矫情 [医] 矫饰, 矫情
affected	a. 假装的, 做作的, 受影响的
affection	n. 影响, 病, 喜爱, 情感, 倾向 [医] 疾患, 病变, 病; 感情
affidavit	n. 宣誓书, 书面陈述 [经] 宣誓, 声明
affiliate	vt. 使紧密联系, 使附属, 接纳, 收养 vi. 发生联系, 参加
affiliation	n. 联系, 从属关系 [医] 父权(判定私生儿的父亲)
affinity	n. 吸引, 姻亲关系, 类同 [化] 亲合力; 亲合能; 亲合势; 近似; 类似
affirm	v. 断言, 确认
affix	vt. 使附于, 署名, 粘贴, 盖印于 n. 附加物, 词缀
afflict	vt. 使苦恼, 折磨
affliction	n. 苦恼, 折磨, 苦恼的事由
affluence	n. 富裕, 丰富, 流注 [医] 丰富, 流入
affluent	a. 丰富的, 富裕的 n. 支流, 富人
affordable	[计] 普及型
affront	n. 公开侮辱, 轻蔑 vt. 公开侮辱, 冒犯, 面对
aftermath	n. 结果, 后果 [法] 后果, 结果
agape	a. 张口发呆的, 目瞪口呆的 adv. 张口发呆地, 目瞪口呆地
agenda	pl. 议程, 日常工作事项 [计] 待议事件
agglomerate	n. 大团, 大块 a. 成块的, 聚结的 vt. 使成团, 使成块, 使聚结 vi. 成团, 成块, 聚结
aggrandize	vt. 增加, 夸大
aggravate	vt. 使恶化, 使更严重, 加重
aggregate	n. 合计, 总计, 聚集体 a. 合计的, 聚集的 v. 聚集, 集合, 合计达 [计] 聚合体; 聚集
aggression	n. 侵犯, 侵略 [医] 攻击
aggressive	a. 侵略的, 挑畔的, 进取的 [法] 侵略的, 爱挑衅的, 行为过火的
aggressor	n. 侵略者, 挑畔者 [法] 侵略者, 攻击者
aggrieve	vt. 使委屈, 使悲痛, 侵害 [法] 侵害, 使悲痛, 使委屈
aghast	a. 惊骇的, 吓呆的
agile	a. 敏捷的, 灵活的, 机敏的
agility	n. 敏捷, 灵活, 机敏
agitate	vt. 使摇动, 搅动, 使激动, 使不安 vi. 鼓动, 煽动
agitated	a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的 [医] 激越的
agnostic	n. 不可知论者
agog	a. 兴奋着的, 急切的 adv. 急切地, 渴望
agony	n. 极大的痛苦, 挣扎 [医] 濒死苦闷; 剧痛
agrarian	a. 土地的, 耕地的 [法] 土地的, 土地所有制的
agreeable	a. 令人愉快的, 同意的 [医] 佳适的
agronomy	n. 农艺学, 农学
ail	vt. 使苦恼 vi. 生病, 处境困难 [计] 数组互联逻辑
ailment	n. 病痛, 疾病 [医] 疾病
airborne	a. 升空的, 空运的, 空中传播的, 空降的
airtight	a. 气密的, 不透气的, 无懈可击的 [机] 气密, 不透气
alabaster	n. 雪花石膏 a. 雪花石膏制的
alacrity	n. 敏捷, 轻快, 乐意
albeit	conj. 尽管, 虽然
albino	n. 白化病者, 白化体 [医] 白化病患者
alchemy	n. 炼金术, 魔力 [化] 炼丹术; 炼金术; 金丹术
alcove	n. 凹室, 壁龛, 小亭
alert	a. 警觉的, 灵敏的, 留心的 n. 警报 vt. 使警觉, 通知, 使意识到
alias	n. 别名, 化名 adv. 以化名为人所知 [计] 别名; 替换入口
alibi	n. 不在犯罪现场, 托辞 v. 为...辩解
alienate	vt. 使疏远, 离间, 转让 [法] 转让, 让与, 疏远
align	vi. 排列, 排成一行, 结盟 vt. 使结盟, 使成一行, 校正
alimentary	a. 饮食的, 供养的 [化] 营养的
alkali	n. 碱 a. 碱性的
allay	vt. 使平静, 使缓和
allege	vt. 宣称, 主张, 提出, 断言 [法] 断言, 指称, 指证
allegiance	n. 忠贞, 效忠
allegory	n. 寓言
allergic	a. 对...过敏的, 极反感的 [医] 变应性的
allergy	n. 变应性, 反感, 厌恶 [化] 变态反应; 变应性
alleviate	vt. 减轻, 使缓和
alliterate	v. 用头韵法, 押头韵
allocate	vt. 分派, 分配 [计] 分配
allowance	n. 津贴, 零用钱, 限额, 折扣, 允许 vt. 定量供应
allude	vi. 暗指, 提及
alluring	a. 吸引人的, 诱人的, 迷人的
allusion	n. 提及, 暗指
almond	n. 杏仁 [化] 杏仁
alms	n. 施舍, 救济金, 救济品
aloft	adv. 在高处, 在上
aloof	a. 远离的, 冷淡的 adv. 远离, 冷漠超然地
alphabetical	a. 依字母顺序的, 字母的
alter	v. 改变
alternate	a. 交替的, 轮流的, 间隔的 v. 轮流, (使)交替
altruism	n. 利他主义, 利他
altruistic	a. 利他的, 无私心的
aluminium	n. 铝 a. 铝的
amalgam	n. 汞合金, 汞齐 [化] 汞齐; 汞合金
amalgamate	v. 使汞齐化, 合并
amass	vt. 积聚, 堆积
amateur	n. 业余爱好者, 外行, 爱好者 [电] 业余家
amateurish	a. 业余的, 外行的, 不熟练的
ambidextrous	a. 两手俱利的, 搞两面派的 [医] 两手同利的
ambience	n. 周围环境, 气氛
ambiguous	a. 不明确的, 模棱两可的 [法] 意思含糊的, 模棱两可的, 暧昧的
ambivalence	n. 矛盾情绪 [医] 矛盾情绪(两种情感互相冲突)
ambivalent	a. 矛盾的, 模棱两可的 [医] 矛盾情绪的
amble	n. 马的缓行步态, 缓行漫步 vi. 马缓行, 从容漫步
ambrosial	a. 特别美味的
ambulatory	a. 步行的, 走动的, 流动的, 非固定的 n. 回廊
ambush	n. 埋伏, 伏兵, 伏击 vt. 埋伏, 伏击 vi. 埋伏
ameliorate	v. 改善, 改良, 改进
amenable	a. 服从的, 会接纳的, 有义务的 [法] 服从的, 有责任的, 有服从义务的
amend	vt. 修改, 改善, 改良 vi. 改过自新
amendment	n. 修订, 改善, 改良, 改正 [化] 调理剂; 修正
amenity	n. 便利设施, 适意, 礼仪 [法] 舒适, 方便, 优雅
amethyst	n. 紫水晶, 紫蓝色宝石 [化] 紫石英; 紫水晶; 紫晶
amiable	a. 亲切的, 和蔼可亲的 [法] 亲和的, 和蔼可亲的
amicable	a. 友善的, 友好的 [法] 友好的, 和睦的, 温和的
amiss	a. 有毛病的, 出差错的 adv. 错误地, 不顺当, 有缺陷地
amity	n. 友好, 亲善关系
amnesia	n. 健忘症, 记忆缺失 [医] 记忆缺失, 遗忘[症]
amnesty	n. 大赦, 赦免
amoral	a. 不属于道德范畴的, 无从区分是非的
amorphous	a. 无定形的, 无组织的 [化] 非晶形的; 无定形的
amortize	vt. 摊还, 摊销, 分期偿还 [法] 把不动产让与, 转让, 分期偿还
amphibian	a. 两栖类的, 水陆两用的 n. 两栖动物, 水旱两生植物, 水陆两用飞机
ample	a. 大量的, 充足的, 丰富的
amplify	vt. 增强, 放大, 扩大, 详述 vi. 引伸
amplitude	n. 广阔, 充足, 幅度 [化] 振幅
amputate	vt. 切断, 删除
amulet	n. 护身符
amuse	vt. 消遣, 娱乐, 使发笑
anachronistic	a. 时代错误的
anaerobic	a. 厌氧的, 在缺氧情况下生活的 [化] 厌氧的
anagram	n. 回文构词法
analgesia	n. 止痛, 痛觉缺失 [医] 痛觉缺失, 无痛法, 止痛法
analgesic	a. 止痛的, 痛觉缺失的 n. 止痛剂
analogous	a. 类似的, 相似的 [医] 类似的, 类同的
analogy	n. 相似, 类似 [计] 模拟
analyze	vt. 分析, 细察, 分解 [机] 分析
anarchist	n. 无政府主义者 [法] 无政府主义者
anarchy	n. 无政府状态, 政治混乱 [法] 混乱, 无秩序, 无政府状态
anathema	n. 令人厌恶的人, 强烈的遣责, 诅咒, 咒逐, 革出教门
anatomical	a. 解剖的, 解剖学的, 构造上的 [医] 解剖学的
ancestor	n. 祖先, 祖宗
ancestry	n. 祖先, 世系, 名门出身
anchor	n. 锚 vt. 抛锚停泊, 使固定 [计] 锚
ancillary	a. 从属的, 辅助的, 副的 [经] 辅助的, 附属的, 助手
anecdote	n. 轶事, 奇闻
anemia	n. 贫血, 贫血症, 无活力 [医] 贫血
anemic	a. 贫血的, 患贫血症的, 无活力的 [医] 贫血的
anesthetic	n. 麻醉剂, 麻药 a. 麻醉的
anguish	n. 剧痛, 痛苦 vt. 使极痛苦 vi. 感到痛苦
angular	a. 有角的, 消瘦的, 有尖角的, 生硬的 [医] 角的, 角形的
anhydrous	a. 无水的 [医] 无水的
animate	vt. 使有生气, 赋予生命 a. 有生命的, 有生气的
animated	a. 活生生的, 能活动的, 活泼的, 欢快的
animation	n. 活泼, 生气, 激励, 卡通制作 [计] 动画
animosity	n. 仇恨, 憎恶, 敌意
animus	n. 基本态度, 敌意, 意向 [医] 男性意象(精神分析用词)
annals	n. 编年史, 活动年报, 历史
annexation	n. 合并, 附加, 附加物 [法] 兼并, 侵吞, 附加物
annihilate	vt. 消灭, 废止
annotate	v. 作注解, 注释 [计] 注释
announce	vt. 宣布, 声称, 显示, 预告 vi. 当报幕员, 宣布参加竞选
annoy	vt. 使恼怒, 骚扰
annul	vt. 废除, 宣告无效, 取消 [经] 撤销, 宣告无效
anodyne	n. 止痛药, 镇痛剂 a. 止痛的
anomalous	a. 不规则的, 反常的 [医] 异常的, 反常的
anomaly	n. 不规则, 反常事物, 畸形 [医] 异常, 反常
anonymity	n. 匿名, 姓氏不明 [计] 匿名信件
anonymous	a. 姓氏不详的, 无名的, 无特色的 [计] 无记录
anorexia	n. 食欲缺乏, 厌食 [医] 食欲缺乏, 厌食
antagonism	n. 对立, 敌对, 敌意 [化] 拮抗作用; 消效作用
antagonize	vt. 使对抗, 使敌对, 反对 vi. 引起反抗
antarctic	a. 南极的, 南极地带的 n. 南极地区
antecedence	n. 先, 居先, 先行
antecedent	n. 前情, 先行词 a. 先前的, 先行的
antedate	vt. 先于, 前于 [经] 提前日期(比实际毋早的日期)
antediluvian	a. 大洪水前的, 陈旧的, 过时的 n. 大洪水以前的人, 老迈的人
antenna	n. 天线, 触须, 触角 [化] 天线
anterior	a. 前面的, 先前的 [医] 前的
anthem	n. 圣歌, 赞美诗
anthology	n. 选集, 诗选
anthropoid	n. 类人猿 a. 似人的
anthropologist	n. 人类学家
antibiotic	n. 抗生素 a. 抗生的
antibody	n. 抗体 [化] 抗体
antic	n. 滑稽动作 a. 古怪的
anticipate	vt. 预期, 占先, 加速, 提前使用 [医] 提前出现, 先期发生
anticipatory	a. 期待着的, 先行的, 提早发生的 [计] 先行
anticlimax	n. 突降法, 虎头蛇尾
antidote	n. 解毒剂, 解毒药 [化] 解毒药
antihistamine	n. 抗组胺药
antipathy	n. 厌恶, 反感 [医] 反感, 厌恶; 相克疗法
antiquated	a. 陈旧的, 过时的, 年老的
antique	n. 古董, 古物 a. 古老的, 古风的, 旧式的, 过时的
antiquity	n. 古老, 古代, 古代人, 古物
antiseptic	n. 抗菌剂, 防腐剂 a. 抗菌的, 防腐的
antithesis	n. 对偶, 对照, 对立面
anvil	n. 铁砧 [医] 砧骨; 铁砧
aorta	n. 主动脉 [医] 主动脉
aperture	n. 孔, 缝隙, 孔径 [计] 窗孔; 小孔
apex	n. 顶, 尖端, 最高潮 [医] 尖, 尖端
aphorism	n. 格言, 警语
apiary	n. 养蜂场
aplomb	n. 沉着, 泰然自若, 垂直
apocalyptic	a. 天启的, <<启示录>>的
apocrypha	n. 作者（或真实性、权威性）可疑的著作；旁经
apocryphal	a. 伪的, 不足凭信的
apogee	n. 远地点, 最高点, 极点 [化] 远地点; 远核点
apologize	vi. 道歉, 辩解
apoplectic	n. 中风病人 a. 中风的, 有中风迹象的
apostasy	n. 叛教, 变节, 脱党 [法] 叛教, 背教, 脱党
apostate	n. 叛教者, 变节者, 脱党者 a. 叛教的, 变节的, 脱党的
apostrophe	n. 撇号, 呼语法
apothecary	n. 药剂师, 药房 [医] 药剂员; 药店
apothegm	n. 格言, 箴言
apotheosis	n. 尊崇为神, 神化, 美化
appall	vt. 使丧胆, 使惊骇
apparatus	n. 装置, 器具, 器官 [化] 仪器; 器械
apparel	n. 衣服, 外表 vt. 使穿衣, 装饰
apparition	n. 鬼, 幽灵, 幻影
appeal	n. 恳求, 诉请, 上诉, 吸引力 vi. 呼吁, 诉请, 要求, 上诉, 有吸引力 vt. 将...上诉
appease	vt. 抚慰, 缓解, 平息, 姑息 [法] 使和缓, 使满足, 姑息
appellation	n. 名称, 称号 [法] 称呼, 名称, 名目
appendage	n. 附加物, 附器 [医] 附件, 附器
appetite	n. 食欲, 欲望, 爱好 [医] 食欲
appetizer	n. 开胃食品, 吊胃口的东西 [医] 开胃剂
appetizing	a. 开胃的, 促进食欲的, 鲜美可口的
applaud	v. 拍手喝彩, 称赞, 赞同
applause	n. 鼓掌, 喝彩, 赞许
applicable	a. 合适的, 可应用的 [法] 适用的, 适应的
applicant	n. 申请者 [经] 申请人, 请求人, 谋事人
application	n. 应用, 申请, 志愿书, 应用程序 [计] 应用, 应用程序
appoint	vt. 任命, 指定, 下令 [法] 派, 派任, 任命
apposite	a. 贴切的, 合适的
appraise	vt. 评价, 估价 [经] 评价, 鉴定
appreciable	a. 可感知的, 可评估的
appreciate	vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏 vi. 增值, 涨价
apprehend	vt. 理解, 忧虑, 逮捕 vi. 担心, 理解
apprehensive	a. 惴惴不安的, 敏悟的, 知晓的
apprentice	n. 学徒, 生手 vt. 使做学徒
apprise	vt. 通知
approach	n. 接近, 入门 vt. 接近, 近似, 找...商量 vi. 靠近
approbation	n. 认可, 满意 [经] 许可, 认可, 批准
appropriate	a. 适当的 [经] 适当的, 拨出, 占用
approximate	a. 大约的, 接近的, 近似的 vt. 接近, 使接近, 粗略估计 vi. 接近于
apron	n. 围裙 [医] 围裙
apropos	a. 适当的, 恰好的 adv. 适当地, 恰好地
apt	a. 有...倾向的, 易于的, 恰当的, 聪明的 [计] 自动数控语言, 自动图象传输, 自动程序控制, 自动程序设计工具
aptitude	n. 资质, 才能, 自然倾向 [医] 资质, 才能
aquatic	n. 水生动物, 水生植物 a. 水生的, 水中的, 水上的
aqueduct	n. 水管, 沟渠, 导管 [医] 水管
aquifer	[化] 含水层
aquiline	a. 鹰的, 似鹰的, 钩状的
arabesque	n. 阿拉伯式花饰
arable	a. 适于耕种的, 可耕的
arachnid	n. 蛛形纲动物 [医] 蜘蛛
arbiter	n. 仲裁人, 裁决者, 公断人 [计] 判优程序
arbitrary	a. 任意的, 武断的, 专治的, 霸道的
arbitrate	vt. 仲裁, 公断 vi. 进行仲裁
arboreal	a. 树的, 栖于树木的 [医] 树的, 树上生活的
arboretum	n. 树木园, 植物园
arcane	a. 神秘的, 晦涩难解的
arch	n. 拱门, 拱形, 足弓 vt. 使成弓形 vi. 拱起, 成弓形 a. 主要的, 调皮的, 傲慢无礼的, 狡猾的
archaeology	n. 考古学
archer	n. 弓箭手, 射箭运动员
archetype	n. 原型
archipelago	n. 群岛, 多岛屿的海
architect	n. 建筑师, 设计者, 缔造者
archive	vt. 把...存档 n. 档案馆, 档案文件 [计] 挡案库, 存档
arctic	a. 北极的, 极寒的 n. 北极圈, 北极
ardent	a. 热心的, 激动的, 燃烧般的 [医] 灼热的; 热心的
arena	n. 角斗场, 舞台, 场地 [医] 尿沉渣, 尿沙; 脑沙
argot	n. 行话, 俚语, 黑话
aria	n. 独唱特写镜头, 咏叹调
arid	a. 干燥的, 不毛的
aristocracy	n. 贵族, 上层社会, 知识界杰出分子 [法] 贵族政治, 贵族统治
aristocrat	n. 贵族
armada	n. 舰队
armistice	n. 休战, 停战 [法] 休战, 停战, 停火
armory	n. 纹章, 纹章学, 军械库, 兵工厂 [机] 军械库
aroma	n. 浓香, 香气 [医] 香气, 芳香气
aromatic	a. 芬芳的 [医] 芳香的; 芳香剂
arouse	vt. 唤醒, 鼓励, 引起 vi. 醒来
arraign	vt. 提讯, 传讯, 责难 [法] 传讯, 提审, 控告
array	n. 排列, 衣服, 大批, 军队 vt. 布署, 打扮, 排列 [计] 数组; 阵列
arrest	n. 逮捕, 监禁 vt. 拘捕, 抑制, 吸引, 阻止
arresting	a. 引人注意的 [计] 定位
arrhythmic	a. 无节奏的 [医] 心律失常的, 心律不齐的, 无节律的
arrogance	n. 傲慢态度, 自大
arrogant	a. 自大的, 傲慢的
arrogate	vt. 没来由地把...归属于, 僭取 [法] 冒称具有, 僭取, 侵占
arroyo	n. 干涸沟壑, 旱谷, 小河
arsenal	n. 兵工厂, 军械库 [机] 兵工厂
arson	n. 纵火, 纵火罪 [法] 纵火, 放火
artery	n. 动脉, 干道, 要道 [医] 动脉
arthritis	n. 关节炎 [医] 关节炎
articulate	a. 发音清晰的, 口才好的 vt. 明白地说, 以关节连接, 使成为系统的整体
artifact	n. 人工制品 [医] 人为现象, 人工产物
artifacts	n. 史前古器物；人工产品
artifice	n. 诡计, 技巧, 巧妙
artificial	a. 人造的, 假的, 非原地产的 [医] 人工的, 人造的, 伟牟
artillery	n. 火炮, 炮兵, 炮术 [机] 火炮, 炮兵
artisan	n. 工匠, 技工 [经] 熟练技术工, 匠人
artistry	n. 艺术性
artless	a. 无虚饰的, 单纯的, 自然的
ascendancy	n. 优势, 支配地位
ascetic	n. 苦行者, 禁欲者, 修道者 a. 苦行的, 禁欲的
ascribe	vt. 归因于, 归咎于 [法] 归咎于
aseptic	n. 防腐剂 a. 无菌的
asinine	a. 驴的, 像驴的, 愚蠢的
askance	adv. 怀疑地, 斜眼看
askew	a. 歪斜的 adv. 歪斜地
asparagus	n. 芦笋 [化] 天冬; 天门冬
aspect	n. 外观, 方面, 面貌, 方向 [医] 方面, 局面; 外观
aspen	n. 山杨 a. 山杨的, 颤抖的
asperity	n. 粗暴, 严酷, 粗糙
aspersion	n. 诽谤, 中伤, 洒水 [医] 喷洒[法]
asphyxia	n. 窒息 [医] 窒息; 无脉, 绝脉(旧名)
